,Mithun,Punyajoy,Soumyadeep,id,label,text,translated
0,0,1,0,524726,0.0,"आज ही के दिन 30 जनबरी को नाथूराम ने गाँधी वध किया था, अन्यथा गाँधी की योजना पाकिस्तान जाने की थी और महात्मा बनने के लिए गाँधी पाकिस्तान की कई मांगे मानने वाला था, देश के और टुकड़े करने को तैयार था ...  नाथूराम ने जिनकी गाँधी से कोई व्यक्तिगत दुश्मनी नहीं थी, और महात्मा नाथूराम एक अच्छे परिवार के भी थे, अमीर थे, वो महाराष्ट्र से चलकर दिल्ली पहुंचे और आज ही के दिन यानि 30 जनवरी को महात्मा नाथूराम ने गाँधी वध किया और देश को बचा लिया, आज हम गर्व से कह सकते है की देश बचा गए   नाथूराम ने देश को 3 हिस्सों में तोड़ने और फिर से पूर्वी पाकिस्तान से पश्चिमी पाकिस्तान तक रास्ता बनाने की मंशा के कारण गाँधी का वध किया, बता दें की पूर्वी पाकिस्तान और पश्चिमी पाकिस्तान बनाया गया था, गाँधी ने सेकुलरिज्म के चक्कर में जिहादियों की बात को माना, जिसमे जिहादी चाह रहे थे की पूर्वी पाकिस्तान से लेकर पश्चिमी पाकिस्तान तक जाने के लिए भारत के बीचों बीच 20 किलोमीटर चौड़ा रास्ता दिया जाये .. और इस रस्ते में केवल मुसलमानो को ही रहने की इज़ाज़त दी जाए ताकि ये रास्ता पूर्वी पाकिस्तान से पश्चिमी पाकिस्तान तक आने जाने के लिए मुसलमानो के लिए सुरक्षित रहे, गाँधी मुसलमानो की इस मांग को भी मानने और वार्ता के लिए पश्चिमी पाकिस्तान जाने वाला था पर उस से पहले महात्मा नाथूराम ने गांधीवध कर दिया और देश को बचा लिया, महात्मा नाथूराम गोडसे न होते तो कुछ   ऐसा नक्शा होता भारत का ....  ये जो पीली लाइन आप देख रहे है वो, 20 किलोमीटर चौड़ा रास्ता है, जो पूर्वी पाकिस्तान से पश्चिमी पाकिस्तान तक जाना था, और इस 20 किलोमीटर में केवल मुस्लिम ही रह सकते थे, ये रास्ता पंजाब/राजस्थान से होता हुआ यूपी फिर बिहार, फिर बंगाल और अन्य में पूर्वी पाकिस्तान तक जाना था  नाथूराम ने अपने प्राणों की चिंता नहीं की, उन्होंने देश को और बर्बाद होने से बचाने के लिए गाँधीवध किया और गिरफ़्तारी दी, वो फरार नहीं हुए उन्होंने गाँधी को सीने पर गोली मारी और गिरफ़्तारी दी, ना होते महात्मा नाथूराम तो हमारा देश जो 3 टुकड़ो में तोडा गया आज 20 से अधिक टुकड़ो में होता अंत तक वंदे मातरम कहते हुए देश बचाकर चले गए महात्मा नाथूराम.  पिछले 70 सालों से इस देश में गांधी को  सबसे बड़ा महात्मा और गोडसे को सबसे बड़ा आतंकवादी बताया जाता है ....... लेकिन मित्रो क्या आपने कभी सोचा.... कि आखिर क्या थी गोडसे की विवशता ..???? क्या गोडसे नही जानते थे की  एक आम आदमी को मारने में और एक राष्ट्रपिता बने को मारने में क्या अंतर है ..?????? और  क्या गोडसे को अंदाजा नहीं था कि गांधी को  मारने के बाद क्या होगा उनके परिवार का ..????? कैसे कैसे कष्ट सहने पड़ेंगे गोडसे के परिवार और  सम्बन्धियों को और मित्रों को ..???? आखिर क्या था गांधी वध का वास्तविक कारण ..??? क्या थी विभाजन की पीड़ा ..????? विभाजन के समय क्या क्या हुआ था ..????  आज मीडिया और सेकुलर गिरोह कहता है कि  ""गोडसे आतन्कवादी हैं""... ""हत्यारा हैं' .... परन्तु गोडसे का तो कभी निर्दोष लोगों को  मारने का पूर्व में कोई रिकॉर्ड नहीं था न ही गांधी को मारते समय गोडसे ने उनके साथ उपस्थित लोगों को मारा था ....... तो गोडसे को आतन्कवादी और हत्यारा कैसे कहा जा सकता हैं .???? . हत्यारा तो इस गांधी को कहना चाहिए  क्योंकि जिस गांधी की वजह से लाखों हत्याएँ और  देश का भयंकर नुकसान हुआ ....... . यदि गांधी थोड़े दिन और ज़िंदा रह जाता  तो भारत का नक्शा कुछ ऐसे होना था ..... East पाकिस्तान(आज का बंगलादेश)से पाकिस्तान तक  चौड़ी सड़क की planning चल रही थी ...... मगर भारत माँ का सीना कटने से बचाया  भारत माँ के सच्चे सुपुत्र नथु राम गोडसे जी ने  जिन्होंने गांधी का वध कर देश को बचाया ..... . उस समय जो हालात थे और गांधी मुस्लिम तुष्टीकरण की खातिर एक के बाद एक भारत को और हिन्दुओं को  जख्म दिये जा रहा था यदि गोडसे की जगह कोई भी सच्चा राष्ट्रभक्त होता तो गांधी को बहुत पहले ही मार देता ...... . गांधी भक्तों और सेकुलर गिरोह को खुली चुनौती हैं गांधी वध के बाद हुई अदालती कार्रवाई की बहस और हुतात्मा गोडसे के बयानों व सभी पक्षों को सार्वजनिक करके  मीडिया में इस पर खुलकर बहस करायी जाए ...... मेरा दावा है दूध का दूध और पानी का पानी हो जाएगा... परन्तु नहीं ......  गांधी ब्रांड को स्थापित करने वाला वामपंथी गिरोह कभी सच को बाहर नहीं आने देगा ...... क्योंकि ब्रह्मचर्य प्रयोग के नाम पर कुकर्म करने वाले  बापू की करतूतों का कच्चा चिट्ठा जब खुलेगा  तो इस गांधी ब्रांड की धज्जियां उड जायेगी ........ और  एक बार जब बात निकली तो बहुत दूर तक जायेगी ......   #साभार_पोस्ट",
1,0,0,0,207102,0.0,"*👉जम्मू कश्मीरः बडगाम में एनकाउंटर🔫 जारी, दो आतंकी👥 ढेर, चार जवान घायल🤕*  जम्मू कश्मीर, बडगाम जिले के सुत्सू गांव में सुरक्षाबलों और आतंकियों के बीच मुठभेड़ में दो आतंकियों के मारे जाने की खबर सामने आई है। अधिकारियों ने इस बारे में जानकारी दी है। एएनआई की रिपोर्ट के मुताबिक एनकाउंटर में दो आतंकी मारे गए हैं। मुठभेड़ के दौरान चार जवान भी घायल हुए हैं।  यह एनकाउंटर अभी भी जारी है। इलाके के एक घर में कम से कम तीन आतंकियों के छिपे होने की आशंका है। इस खबर के बारे में ज्यादा जानकारी का इंतजार है। बीते गुरुवार को भी जम्मू-कश्मीर के शोपियां और कुपवाड़ा जिलों में सुरक्षा बलों के साथ दो मुठभेड़ों में चार आतंकवादी मारे गए थे।   पुलिस के एक प्रवक्ता ने बताया था कि सुरक्षा बलों को जिले के यावरां वन क्षेत्र में आतंकवादियों के होने की सूचना मिली थी जिसके बाद वहां आतंकवाद विरोधी अभियान चलाया गया। इसके बाद हुई मुठभेड़ में तीन आतंकवादी मारे गए। प्रवक्ता ने बताया ‘मारे गए आतंकवादियों की पहचान सजाद खांडे, आकिब अहमद डार और बशरत अहमद मीर के रूप में की गई।   यहां पढ़ें पूरी खबर- http://v.duta.us/5ENDnwAA  *Duta लाया है आज की ताज़ा ख़बरें , सीधे Whatsapp के अंदर।  अपने ग्रुप में जोड़ें ये नंबर: +916385135784*  पसंद करने के लिए इस मैसेज को reply करें और टाइप करे 👍 ","* 👉  Jammu Kashmir: Encounter continues 🔫  in Budgam, 👥  two terrorists 🤕  killed, four jawans injured The officials have given information about this. According to ANI report, two terrorists have been killed in the encounter. Four soldiers were also injured during the encounter. This encounter is still going on. At least three terrorists are suspected to be hiding in a house in the area. More information about this news is awaited. On Thursday too, four militants were killed in two encounters with security forces in Shopian and Kupwara districts of Jammu and Kashmir. A police spokesperson had said that the security forces had been informed of the militants in the Yavaran forest area of ​​the district, following which an anti-terrorism operation was conducted there. The subsequent encounter killed three militants. ""The slain terrorists were identified as Sajad Khande, Aaqib Ahmed Dar and Basharat Ahmad Mir,"" the spokesman said. Read full news here- http://v.duta.us/5ENDnwAA * Duta has brought the latest news today, directly inside Whatsapp. Add this number to your group: + 916385135784 * To like, reply to this message and type 👍   👍 "
2,0,0,0,135627,0.0,"*यह साध्वी जी की परिपक्वता और गहरी समझ की निशानी है। उन्होंने अपने व्यक्तिगत पीढ़ा कष्ट को देश से ऊपर नही समझा। जब कुंनबे उनके बयान को तोड़ मरोड़ कर पेश करने लगे तो उन्होंने साफ किया कि चाहे मुझे प्रताड़ित करने वाला हेमंत गलत था परन्तु वह दुश्मन की गोली से मरा है इसलिए वह शहीद माना जायेगा। उन्होंने अपना बयान वापिस लिया सिर्फ राजनीति को रोकने के लिए।*  *पहले बयान इसलिए दिया था क्योंकि उनके भोपाल में उम्मीदवार गोशित होने पर कुंनबे उनके ऊपर ""हिन्दु आंतकवाद"" का फर्जी मुद्दा बनाने लगे थे। तब उन्होंने प्रेस मीटिंग करके कुंनबो के ""हिन्दु आंतकवाद"" के षड्यंत्र को खुल कर बताया। उस षड्यंत्र में हेमंत और कुंनबे बिल्कुल शामिल थे। उन्होंने दुनिया को बताया की वह ""हिन्दु आंतकवाद"" के षड्यंत्र की ""जीती जागती"" सबूत है।*  *इस देश मे शहीद का दर्जा मदिरा, राजीव आदि को भी मिला है जिन्होंने इनको मारा जैसे भिंदरा, प्रभाकरण (के समर्थक) दोनो को इन्होंने पैदा किया था।*  *आज पाक की समस्या , पाक समर्पित आतंकवाद की समस्या, कश्मीर समस्या, चीन समस्या , भरस्टाचार, बेरोजगारी, गरीबी आदि कोई भी देश की समस्या, सिर्फ किसी भी एक समस्या का नाम बताओ और खुद उसके कारणों की जड़ में जाओ तो आपको हर समस्या के जन्म दाता कुंनबो ही मिलेंगे। 55 साल की समस्याओ का उपाय भी 15-20 साल की भगवा को राजनैतिक स्थिरता से नही निकलेगा।*  *अगर कोई जंगल मे आग लगाए परन्तु वह यह सोच कर आग लगाए की जलेगा तो दूसरा गाँव ही परन्तु कई बार अपना गाँव भी जल जाता है। कहावत है - जो दूसरों के लिए गढ्ढे खोदते है, वह खुद उसमे गिर जाते है। वही कुंनबो के साथ इतिहास में हुआ है।*  *दुर्भाग्य देखो, आजादी के क्रांतिकारियों को इन्ही कुंनबो ने हमेशा आतंकी माना था।*  *हम भारतीय सिर्फ राम जी, कृष्ण जी, वेद पुराण, गुरु नानक देव जी से लेकर गुरु गोबिंद सिंह जी, देश के हर तपस्वी ज्ञानी की सिर्फ इज्जत करेगे परन्तु उनके बताए सदमार्ग पर नही चलेंगे। हम उनकी बात पर चर्चा जरूर करेगे, पर उनकी बाते मानेगे नही। यही कारण है कि हम 1260 साल तक गुलाम रहे।*   *प्रयास / कोशिश तो करो मित्रो कभी तो सफलता मिलेगी। कोशिश करने वालो की कभी हार नही होती।*  ++++++++++++++  *दिन भर मचे हंगामे के बाद साध्वी प्रज्ञा ने हेमंत करकरे पर दिया बयान लिया वापस*  *चुनाव डेस्क, अमर उजाला, नई दिल्ली* *Fri, 19 Apr 2019*  https://www.amarujala.com/india-news/lok-sabha-chunav-2019-sadhvi-pragya-thakur-takes-back-his-statement-on-hemant-karkare  *भोपाल लोकसभा सीट से भाजपा उम्मीदवार साध्वी प्रज्ञा ठाकुर ने शहीद हेमंत करकरे पर दिया बयान वापस ले लिया है। बयान पर मचे हंगामे के बाद आज साध्वी प्रज्ञा ने कहा कि मैं हेमंत करकरे पर दिया बयान वापस लेती हूं। यह मेरा निजी बयान था।*  *उन्होंने कहा, मैंने महसूस किया कि मेरे बयान से देश के दुश्मनों को फायदा हो रहा था। इसलिए मैं अपना बयान वापस लेती हूं और माफी मांगती हूं। ये मेरा निजी दर्द था। आतंकवादियों से मुकाबला करते हुए उन्हें गोली लगी थी, वह निश्चित तौर पर एक शहीद हैं।*  *बता दें कि उनके बयान को लेकर सियासी भूचाल आ गया था और भाजपा ने इस बयान से खुद को अलग कर लिया था।*  *साध्वी ने गुरुवार को आईपीएस अधिकारी हेमंत करकरे पर विवादास्पद बयान दिया था जिसकी चारों तरफ निंदा हो रही थी। आज भाजपा ने भी बयान जारी कर इसे साध्वी प्रज्ञा का निजी बयान बता दिया। आखिर शुक्रवार शाम होते होते उन्होंने बयान वापस ले लिया। *  *भाजपा ने शुक्रवार को साध्वी प्रज्ञा सिंह ठाकुर के इस बयान से दूरी बनाई कि आईपीएस अधिकारी हेमंत करकरे उनके द्वारा दिए श्राप की वजह से 26-11 के मुंबई आतंकी हमलों के दौरान मारे गए थे। भाजपा ने कहा कि यह उनकी निजी राय है जो सालों तक उन्हें मिली शारीरिक और मानसिक प्रताड़ना की वजह से हो सकती है।*  *भाजपा ने बयान में कहा कि भाजपा का मानना है कि करकरे बहादुरी के साथ आतंकवादियों से लड़ते हुए मारे गए। भाजपा ने हमेशा उन्हें शहीद माना है। पार्टी ने कहा कि साध्वी प्रज्ञा ने सालों तक पुलिस हिरासत में शारीरिक और मानसिक प्रताड़ना झेली, जो उनके इस तरह के बयान की वजह हो सकती है।*   ","* It is a sign of maturity and deep understanding of Sadhvi Ji. He did not consider his personal suffering to be above the country. When only a few twisted his statement, he made it clear that even though Hemant, who had tortured me, was wrong, but he is dead from the enemy's bullet, therefore he would be considered a martyr. He withdrew his statement just to stop politics. * * The statement was made earlier because when he got a candidate in Bhopal, some people started making a fake issue of ""Hindu terrorism"" on him. Then he openly told Kunbo's conspiracy of ""Hindu terrorism"" by holding a press meeting. Hemant and Kunbe were absolutely involved in that conspiracy. He told the world that he is a ""living force"" of the conspiracy of ""Hindu terrorism"". * * In this country, martyr status has also been given to alcoholics, Rajiv etc. who killed them like Bhindra, Prabhakaran (supporters of) both of them. Was born today. * Pakistan's problem, Pakistan's problem of dedicated terrorism, Kashmir problem, China problem, good news, unemployment, poverty, etc. The problem of any country, just mention any one problem. O Get yourself at the root of the reasons you will soon Kunnbo birth giver of every problem. Remedies for problems of 55 years will not leave the saffron of 15-20 years out of political stability. * * If someone sets a fire in the forest but thinks that if he burns, then only the other village but sometimes his village is also burnt . There is a saying - Those who dig pits for others, they themselves fall into it. The same has happened in history with Kunbo. * * Unfortunately, the freedom revolutionaries were always considered terrorists by these Kunbos. * * We Indians are just Ram Ji, Krishna Ji, Ved Purana, Guru Nanak Dev Ji, Guru Gobind Singh Ji , Every ascetic of the country will only respect the learned, but will not follow the path mentioned by him. We will definitely discuss his talk, but will not listen to his words. This is the reason why we remained slaves for 1260 years. * * Try / Try Friends, you will get success sometime. Those trying to never give up. * ++++++++++++++ * After a whole day of uproar, Sadhvi Pragya took back her statement on Hemant Karkare * * Election Desk, Amar Ujala, New Delhi * * Fri, 19 Apr 2019 * https://www.amarujala.com/india-news/lok-sabha-chunav-2019-sadhvi-pragya-thakur-takes-back-his-statement-on-hemant-karkare * BJP candidate from Bhopal Lok Sabha seat Sadhvi Pragya Thakur has withdrawn the statement on martyr Hemant Karkare. After the uproar over the statement, Sadhvi Pragya said today that I withdraw the statement given on Hemant Karkare. This was my personal statement. * * He said, I felt that the enemies of the country were benefiting from my statement. So I withdraw my statement and apologize. This was my personal pain. He was shot dead while fighting the terrorists, he is definitely a martyr. * * Let us tell you that there was a political uproar about his statement and the BJP disassociated itself from this statement. * * Sadhvi on Thursday On IPS officer Hemant Karkare had given controversial statement which was getting condemned all around. Today the BJP also issued a statement, calling it a personal statement of Sadhvi Pragya. Finally, on Friday evening, he withdrew the statement. * * BJP on Friday distanced itself from Sadhvi Pragya Singh Thakur's statement that IPS officer Hemant Karkare was killed during the 26/11 Mumbai terror attacks because of the curse given by him. BJP said it was his personal opinion which could be due to the physical and mental torture he had received for years. * * BJP said in the statement that Karkare was bravely killed while fighting terrorists. The BJP has always considered him a martyr. The party said that Sadhvi Pragya suffered physical and mental torture in police custody for years, which could be the reason for her statement. *  "
3,0,0,0,665173,0.0,"भारतीय सेना ने की एक और सर्जिकल स्‍ट्राइक, म्‍यांमार सेना के साथ मिलकर इस ऑपरेशन को अंजाम दिया  👉🏽आतंकवाद के खिलाफ भारत का सख्‍त रुख कायम है. पीओके में भारतीय वायुसेना की तरफ से जैश-ए-मोहम्‍मद के ठिकानों पर की गई हवाई कार्रवाई के कुछ दिन बाद ही भारतीय सेना ने अब म्‍यांमार सीमा पर मौजूद आतंकियों के कई ठिकानों को नेस्‍तोनाबूद कर दिया. भारतीय सेना ने म्‍यांमार सेना के साथ मिलकर इस ऑपरेशन को अंजाम दिया.  👉🏽सूत्रों से मिली जानकारी के अनुसार, उत्तर पूर्व के लिए बड़े और अहम इंफ्रास्‍ट्रक्‍चर प्रोजेक्‍ट, जो म्‍यांमार में सितवे बंदरगाह के जरिये कोलकाता से मिजोरम से जोड़ते हैं, इन आतंकी संगठनों के निशाने पर थे.  👉🏽म्यांमार का विद्रोही समूह अराकान आर्मी ने मिज़ोरम सीमा पर नए ठिकाने बनाए थे, जो कलादान प्रोजेक्‍ट को निशाना बना रहे थे. अराकान आर्मी को काचिन इंडिपेंडेंस आर्मी द्वारा नॉर्थ बॉर्डर चीन तक ट्रेनिंग दी गई. सूत्रों के अनुसार, विद्रोहियों ने अरुणाचल से सटे क्षेत्रों से मिज़ोरम सीमा तक की 1000 किमी की यात्रा की.  👉🏽सूत्रों के अनुसार, पहले चरण में मिजोरम की सीमा पर  नवनिर्मित शिविरों को ध्‍वस्‍त करने के लिए बड़े पैमाने पर संयुक्त अभियान शुरू किया गया था, जबकि ऑपरेशन के दूसरे भाग में ने टागा में NSCN (K) के मुख्यालय को निशाना बनाया गया और कई शिविरों को नष्ट कर दिया गया.  👉🏽सूत्रों के अनुसार, रोहिंग्या आतंकी समूह अराकान आर्मी और नागा आतंकी समूह NSCN (K) के खिलाफ 2 सप्ताह लंबा संयुक्त भारत-म्यांमार ऑपरेशन चला. आतंकी समूहों ने कलादान मल्टी मोडल प्रोजेक्ट की तरह भारत की कनेक्टिविटी परियोजनाओं के खिलाफ हमले की योजना बनाई थी.  मोदी है तो मुमकिन है🚩🇮🇳🙏","The Indian Army carried out this operation in collaboration with Myanmar Army, another surgical strike. 👉  India has maintained a strong stand against terrorism. A few days after the airstrike carried out by the Indian Air Force at Jaish-e-Mohammed in PoK, the Indian Army now destroyed several of the terrorists' bases on the Myanmar border. The Indian Army, along with the Myanmar Army, carried out this 👉  operation. According to information from sources, large and important infrastructure projects for the North East, which connect Kolkata to Mizoram via Sittwe port in Myanmar, were targeted by these terrorist 👉  organizations. The Myanmar rebel group Arakan Army had built new bases on the Mizoram border, targeting the Kaladan project. The Arakan Army was trained by the Kachin Independence Army up to North Border China. According to sources, the rebels traveled 1000 km from the areas adjacent to Arunachal to the 👉  Mizoram border. According to sources, a large-scale joint operation was launched to demolish the newly constructed camps along the border of Mizoram in the first phase, while the second part of the operation targeted the headquarters of the NSCN (K) at Nega 👉  and Many camps were destroyed. According to sources, a 2-week long joint Indo-Myanmar operation was conducted against the Rohingya terror group Arakan Army and the Naga terrorist group NSCN (K). Terrorist groups had planned attacks against India's connectivity projects, 🚩 🙏   like the Kaladan multi-modal project. If Modi is possible then  "
4,0,1,0,543553,0.0,"एक नया ड्रामा डॉ अम्बेडकर के नाम पर प्रचलित हुआ है ! इसका उद्देश्य केवल डॉ अम्बेडकर के नाम का प्रयोग कर अपरिपक्व लोगों को भड़काता है ! इनकी मान्यताएं डॉ अम्बेडकर की मान्यताओं के सर्वथा विपरीत है ! देखिये कैसे-  1. डॉ अम्बेडकर- आर्य लोग बाहर से नहीं आये थे। Aryan invasion theory पश्चिमी लेखकों की एक कल्पना मात्र है!  अम्बेडकरवादी- दलित लोग भारत के मूलनिवासी हैं ! उन्हें ब्राह्मण आर्यों ने हरा कर इस देश पर कब्ज़ा कर लिया! सभी ब्राह्मण आर्य हैं, सभी दलित अनार्य हैं!  2. डॉ अम्बेडकर - इस्लाम समभाव एवं भ्रातृभाव का सन्देश देने में व्यवहारिक रूप से सक्षम नहीं है, इसलिए 1947 में पाकिस्तान बनने पर सभी दलित भारत आ जाये ! इतिहास इस बात का गवाह है !   अम्बेडकरवादी - इस्लाम एकता और भाईचारे का सन्देश देता हैं ! हमें इस्लाम स्वीकार करने में कोई दिक्कत नहीं हैं !  3. डॉ अम्बेडकर - ईसाई समाज धन, शिक्षा, नौकरी, चिकित्सा सुविधा आदि के बल पर दरिद्र, अशक्त, पीड़ित हिन्दुओ का धर्म परिवर्तन करता हैं! यह गलत हैं!   अम्बेडकरवादी- धन लो और ईसाई बनो! बाप बड़ा न भइया सबसे बड़ा रुपया! ईसाईयों की इस कुटिल नीति का कभी विरोध नहीं करना!  4. डॉ अम्बेडकर - राष्ट्रवाद सबसे ऊपर है और रहेगा! राष्ट्र से ऊपर कुछ नहीं!   अम्बेडकरवादी- हम भारत की बर्बादी का नारा लगाने वालों के साथ है! स्वहित पहले राष्ट्रवाद बाद में!  5. डॉ अम्बेडकर- संविधान का सम्मान करना और उसका पालन करना हमारा नैतिक कर्त्तव्य हैं!   अम्बेडकरवादी- हम संविधान विरोधी इस्लामिक फतवों का समर्थन करते हैं! हम संविधान के आधार पर फांसी चढ़ाये गए अफ़जल गुरु और याकूब मेनन की फांसी का विरोध करते हैं! जहाँ जैसे काम निकले वैसा करो!  6. डॉ अम्बेडकर - देश तोड़ने वाली विदेशी ताकतों के हाथ की कठपुतली बनना गलत है! अनेक प्रलोभन मिलने के बाद भी मुझे अस्वीकार है!   अम्बेडकरवादी- दुकानदारी पहले देश बाद में! NGO का धंधा तो चलता ही विदेशी पैसे के बल पर हैं! विदेश से पैसे लो देश को बर्बाद करो!  7. डॉ अम्बेडकर- देश की आज़ादी के लिए संघर्ष करने वाले क्रांतिकारियों और भारत के वीर सैनिकों का सम्मान हो!   अम्बेडकरवादी- भारतीय सेना पर हमला करने वाले, पाक समर्थक कश्मीर के आतंकवादियों के लिए ज़िंदाबाद! असली सिपाही वही है! भारतीय सेना ने कश्मीर पर कब्ज़ा किया हुआ हैं!  8. डॉ अम्बेडकर - वन्दे मातरम, भारत मत की जय आदि नारा लगाने का मैं समर्थन करता हूँ!   अम्बेडकरवादी- जय अम्मी, जय हिन्द का नारा लगाएंगे मगर भारत माता की जय और वन्दे मातरम कहने में दिक्कत हैं, क्यूंकि हम तो सहूलियत पर विश्वास करते है!  9. डॉ अम्बेडकर - देश की उन्नति करने वालों के साथ मिलकर काम करना गलत नहीं हैं!   अम्बेडकरवादी- हम केवल नास्तिकों, मुसलमानों और ईसाईयों का समर्थन करेंगे, क्यूंकि बाकि सभी ब्राह्मणवादी और मनुवादी हैं!  10. डॉ अम्बेडकर- जीवन में आगे बढ़ने के लिए पुरुषार्थ करो, सकारात्मक कार्य करो! सदाचारी, संयमी, शुद्ध आचरण वाला, प्रगतिशील बनो!  अम्बेडकरवादी- हम केवल विरोध करना जानते हैं! चाहे अच्छी बात हो चाहे बुरी बात हो! चिल्ला चिल्ला कर अपना हक लेंगे! मगर काम कुछ नहीं करेंगे!   11. डॉ अम्बेडकर- मांस खाना गलत है!   अम्बेडकरवादी- बीफ़ पार्टी करना हमारा मौलिक हक हैं! मांस खाने में कोई हिंसा नहीं हैं! गोमांस खाएंगे अम्बेडकरवादी कहलाएंगे! गोमांस खाने से हम मुसलमानों के मित्र बन जाते हैं!  12. डॉ अम्बेडकर- बुद्ध के अहिंसा के सन्देश पर चलो!  अम्बेडकरवादी- अहिंसा का तगमा गले में लटका कर हम सदा वैचारिक हिंसा और प्रदुषण करते हैं क्यूंकि हम अम्बेडकरवादी मत वाले हैं!  यहाँ कुछ उदहारण दिए गए हैं! मित्रों अम्बेडकरवादी मत के विषय में अपने विचार अवश्य लिखिए! इस मत को चलाने वालों का डॉ अम्बेडकर की मान्यताओं से कुछ भी लेना देना नहीं हैं! ये लोग केवल डॉ अम्बेडकर के नाम का प्रयोग कर अपनी रजनीतिक रोटियां सेकते हैं! डॉ अम्बेडकर के नाम पर देश विरोधी, समाज विरोधी कार्यों को करते हैं! इनके दुष्प्रचार के कारण जाने-अनजाने में अनेक दलित युवा भ्रमित होकर अपना और देश का अहित करने में लग गए हैं!  देशहित में जारी इस लेख को शेयर अवश्य कीजिये!  नोट- गाली गलोच, असभ्य भाषा आदि का प्रयोग करने के स्थान पर अम्बेडकरवादी इस पोस्ट को पढ़ कर आत्मचिंतन करें की वह डॉ अम्बेडकर के समर्थक हैं अथवा अम्बेडकरवाद मत के समर्थक हैं!","A new drama has become popular in the name of Dr. Ambedkar! Its purpose is to provoke the immature people using only Dr. Ambedkar's name! His beliefs are completely opposite to Dr. Ambedkar's beliefs! See how- 1. Dr. Ambedkar- Aryans did not come from outside. Aryan invasion theory is just a fantasy of Western writers! Ambedkarite - Dalit people are indigenous to India! The Brahmin Aryans defeated and captured this country! All Brahmins are Aryans, all Dalits are non-Aryans! 2. Dr. Ambedkar - Islam is practically not able to convey the message of equanimity and fraternity, so all the Dalits come to India when Pakistan was formed in 1947! History is a witness to this fact! Ambedkarite - Islam preaches unity and brotherhood! We have no problem in accepting Islam! 3. Dr. Ambedkar - Christian society converts poor, infirm, afflicted Hindus on the basis of money, education, job, medical facilities etc.! This is wrong! Ambedkarite- Take money and become a Christian! No big brother, brother! Never oppose this devious policy of Christians! 4. Dr. Ambedkar - Nationalism is on top and will remain! Nothing above the nation! Ambedkarite - We are with those who raise the slogan of India's ruin! Self-interest first nationalism later! 5. Dr. Ambedkar- It is our moral duty to respect and abide by the Constitution! Ambedkarite - We support anti-constitutional Islamic Fatwas! We oppose the hanging of Afzal Guru and Yakub Menon who were hanged on the basis of the constitution! Do as you please 6. Dr. Ambedkar - It is wrong to be a puppet in the hands of foreign forces that break the country! Even after receiving many temptations, I still reject it! Ambedkarite - shoplifting first country later! NGO's business is on the strength of foreign money. Take money from abroad ruin the country! 7. Dr. Ambedkar - Respect for the revolutionaries who fought for the freedom of the country and the brave soldiers of India! Ambedkarite - alive for the pro-Pakistan militants who attacked the Indian Army! He is the real soldier! Kashmir is occupied by the Indian Army! 8. Dr. Ambedkar - I support Vande Mataram, Bharat Mata ki Jai etc. slogan! Ambedkarites - Jai Ammi, Jai Hind will raise slogans, but Bharat Mata ki Jai and Vande Mataram have difficulty in saying, because we believe in convenience! 9. Dr. Ambedkar - It is not wrong to work together with those who progress the country! Ambedkarite - We will only support atheists, Muslims and Christians, as all others are Brahminical and Manuwadi! 10. Dr. Ambedkar- Make effort to move forward in life, do positive work! Be virtuous, sober, pure-minded, progressive! Ambedkarite - We only know how to resist! Whether it is a good thing or a bad thing! Will take his right after shouting But nothing will work 11. Dr. Ambedkar- It is wrong to eat meat! Ambedkarite - Beef party is our fundamental right! There is no violence in meat eating! Eating beef will be called Ambedkarites! Eating beef makes us friends of Muslims! 12. Dr. Ambedkar - Walk on the Buddha's message of non-violence! Ambedkarite - By hanging around the neck of non-violence, we always do ideological violence and pollution because we are Ambedkarite. Here are some examples! Friends, do write your thoughts about Ambedkarite opinion! Those who run this opinion have nothing to do with Dr. Ambedkar's beliefs! These people cook their political loaves using only Dr. Ambedkar's name! In the name of Dr. Ambedkar, do anti-national, anti-social works! Due to their misinformation, many Dalit youths have become confused and unknowingly engaged in doing harm to themselves and the country! Do share this article issued in the interest of the country! Note- Instead of using abusive language, vulgar language, etc. Ambedkarites should read this post and be complacent whether they are supporters of Dr. Ambedkar or are supporters of Ambedkarism.  "
